index,super_hero_group,tracking,place,tracking_times,crystal_type,Unnamed: 7,human_behavior_report,human_measure,crystal_weight,expected_factor_x,previous_factor_x,first_factor_x,expected_final_factor_x,final_factor_x,previous_adamantium,Unnamed: 17,etherium_before_start,chemical_x,raw_kryptonite,argon,pure_seastone,crystal_supergroup,Cycle,groups,diff_subprocess1,diff_expected,diff_process,year_when,month_when,day_when,year_start_critical_subprocess1,month_start_critical_subprocess1,day_start_critical_subprocess1,hour_start_critical_subprocess1,minute_start_critical_subprocess1,second_start_critical_subprocess1,year_reported_on_tower,month_reported_on_tower,day_reported_on_tower,hour_reported_on_tower,minute_reported_on_tower,second_reported_on_tower,year_opened,month_opened,day_opened,hour_opened,minute_opened,second_opened,crystal_weight_na,first_factor_x_na,final_factor_x_na,previous_adamantium_na,Unnamed: 17_na,etherium_before_start_na,chemical_x_na,raw_kryptonite_na,argon_na,pure_seastone_na,diff_subprocess1_na,diff_expected_na,diff_process_na,year_start_critical_subprocess1_na,month_start_critical_subprocess1_na,day_start_critical_subprocess1_na,hour_start_critical_subprocess1_na,minute_start_critical_subprocess1_na,second_start_critical_subprocess1_na,year_reported_on_tower_na,month_reported_on_tower_na,day_reported_on_tower_na,hour_reported_on_tower_na,minute_reported_on_tower_na,second_reported_on_tower_na,year_opened_na,month_opened_na,day_opened_na,hour_opened_na,minute_opened_na,second_opened_na
0.5526315789473684,0.8571428571428571,0.17692456417362162,1.0,0.0,0.39285714285714285,0.0,0.6666666666666667,0.46296296296296297,0.734685763425933,0.45270270270270174,0.6288172748319596,0.6630434782608692,0.5181818181818194,0.7219541724222722,0.06221616712079927,0.6630434782608692,0.384121393322417,0.7224665576198923,0.026129184752245477,0.0,0.4960362823565634,0.0,0.3333333333333333,0.0945945945945946,0.21904761904761907,0.03644008409250175,0.3553719008264463,1.0,0.0,0.43333333333333335,0.3638013371537454,0.48083702353043334,0.47483603947787334,0.49185665047132593,0.506962588833309,0.0,1.0,0.0,0.43333333333333335,0.9565217391304348,0.3559322033898305,0.0,1.0,0.0,0.43333333333333335,0.9565217391304348,0.9152542372881356,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40789473684210525,0.42857142857142855,0.07857764315406182,0.0,0.0,0.3214285714285714,0.5789473684210527,1.0,0.7962962962962963,0.5750147517073874,0.29054054054054035,0.4586159748957357,0.6141304347826093,0.6363636363636367,0.7474759630563881,0.4474719951559188,0.6141304347826093,0.384121393322417,0.7187192463207521,0.10015932401250693,0.08566358453627215,0.7795340370883123,0.0,0.6666666666666666,0.14864864864864866,0.20952380952380956,0.02592852137351086,0.2809917355371901,0.5,0.0,0.6,0.3638013371537454,0.48083702353043334,0.47483603947787334,0.49185665047132593,0.506962588833309,0.0,0.5,0.0,0.6,0.043478260869565216,0.13559322033898305,0.0,0.5,0.0,0.6,0.043478260869565216,0.2711864406779661,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43421052631578944,0.8571428571428571,0.06845938194824863,0.0,0.0,0.5357142857142857,0.631578947368421,1.0,0.4444444444444445,0.9434400217114796,0.22297297297297192,0.29746864245320204,0.3858695652173907,0.1545454545454561,0.571131406883481,0.05964274901604602,0.3858695652173907,0.384121393322417,0.6978339556558122,0.10015932401250693,0.10726750050969622,0.4924937173956644,0.0,0.3333333333333333,0.7567567567567568,0.1904761904761905,0.030833917309039942,0.2727272727272727,0.0,0.9999999999999999,0.6333333333333333,0.3638013371537454,0.48083702353043334,0.47483603947787334,0.49185665047132593,0.506962588833309,0.0,0.0,0.9999999999999999,0.6333333333333333,0.2608695652173913,0.9152542372881356,0.0,0.0,0.9999999999999999,0.6333333333333333,0.30434782608695654,0.4406779661016949,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3355263157894737,0.7142857142857142,0.8245738407501693,0.0,0.0,0.6428571428571428,0.3684210526315789,0.6666666666666667,0.5555555555555556,0.7168731439393223,0.39864864864864735,0.518970889557206,0.5760869565217401,0.49090909090909207,0.6877749895738745,0.037693006357856496,0.5760869565217401,0.384121393322417,0.7789222086441565,0.10015932401250693,0.10710125884963628,0.622999449983213,0.0,0.3333333333333333,0.8783783783783784,0.3047619047619048,0.04204625087596356,0.371900826446281,0.0,0.4545454545454545,0.8333333333333334,0.3638013371537454,0.48083702353043334,0.47483603947787334,0.49185665047132593,0.506962588833309,0.0,0.0,0.4545454545454545,0.8333333333333334,0.5217391304347826,0.288135593220339,0.0,0.0,0.4545454545454545,0.8333333333333334,0.5217391304347826,0.5254237288135594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7039473684210525,0.7142857142857142,0.12630103438275384,1.0,0.0,0.6428571428571428,0.47368421052631576,0.0,0.5648148148148148,0.6892909233260429,0.48648648648648596,0.6903789920475774,0.7836953858695654,0.3909090909090924,0.676629657455436,0.04102331214047835,0.7836953858695654,0.384121393322417,0.8049376918989326,0.22209807039408655,0.0,0.3166139484371736,0.0,0.3333333333333333,0.02702702702702703,0.34285714285714286,0.03433777154870357,0.39669421487603307,0.5,0.5454545454545454,0.8666666666666667,0.5,0.5454545454545454,0.8666666666666667,0.13043478260869565,0.8305084745762712,0.0,0.5,0.5454545454545454,0.8666666666666667,0.17391304347826086,0.22033898305084745,0.0,0.5,0.5454545454545454,0.8666666666666667,0.17391304347826086,0.3220338983050847,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35526315789473684,0.42857142857142855,0.1613282634614765,0.0,0.0,0.3571428571428571,0.42105263157894735,0.6666666666666667,0.537037037037037,0.7559466410606035,0.45945945945945965,0.45680576804676853,0.4891304347826093,0.5090909090909097,0.7134255159021095,0.3566454738116863,0.4891304347826093,0.6302931453852021,0.810021896754948,0.10015932401250693,0.24700036879483178,0.8010402995466389,1.0,0.6666666666666666,0.3783783783783784,0.3523809523809524,0.02803083391730904,0.3553719008264463,0.5,0.9090909090909091,0.43333333333333335,0.5,0.9090909090909091,0.43333333333333335,0.34782608695652173,0.1864406779661017,0.0,0.5,0.9090909090909091,0.43333333333333335,0.34782608695652173,0.9152542372881356,0.0,0.5,0.9090909090909091,0.43333333333333335,0.3913043478260869,0.23728813559322035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5328947368421052,0.7142857142857142,0.1283633551380788,0.0,0.0,0.39285714285714285,0.736842105263158,0.0,0.46296296296296297,0.7730390072028968,0.5675675675675667,0.6849469048762487,0.7717391304347831,0.5272727272727273,0.7134255159021095,0.08416590977898879,0.7717391304347831,0.384121393322417,0.7629575311992944,0.0538484679186901,0.0,0.35441854761152003,0.0,0.3333333333333333,0.013513513513513514,0.2761904761904762,0.026629292221443588,0.2644628099173554,0.5,0.09090909090909091,0.23333333333333334,0.5,0.09090909090909091,0.23333333333333334,1.0,0.0847457627118644,0.0,0.5,0.09090909090909091,0.23333333333333334,1.0,0.7457627118644068,0.0,0.5,0.1818181818181818,0.23333333333333334,0.0,0.15254237288135594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10526315789473684,0.42857142857142855,0.06414139786678696,1.0,0.0,0.3571428571428571,0.8421052631578947,1.0,0.36111111111111116,0.8173010649240169,0.4797297297297298,0.5026753523021998,0.5717388641304346,0.49090909090909207,0.676629657455436,0.40811383590675143,0.5717388641304346,0.29353819862700226,0.7216699801923112,0.10015932401250693,0.0,0.7127411410495823,1.0,0.3333333333333333,0.16216216216216217,0.21904761904761907,0.03153468815697267,0.25619834710743805,0.0,0.5454545454545454,0.3666666666666667,0.3638013371537454,0.48083702353043334,0.47483603947787334,0.49185665047132593,0.506962588833309,0.0,0.0,0.5454545454545454,0.3666666666666667,0.6086956521739131,0.01694915254237288,0.0,0.0,0.5454545454545454,0.3666666666666667,0.6086956521739131,0.423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5592105263157895,0.2857142857142857,0.017900299680984763,0.0,0.0,0.5357142857142857,0.47368421052631576,1.0,0.4351851851851852,0.8078751752221969,0.22297297297297192,0.3614447071425637,0.36956521739130466,0.17272727272727373,0.571131406883481,0.03466545564638208,0.36956521739130466,0.384121393322417,0.7342665562694999,0.10015932401250693,0.10068629288958898,0.435916919710965,0.0,0.6666666666666666,0.5810810810810811,0.2380952380952381,0.0350385423966363,0.34710743801652894,0.0,0.4545454545454545,0.6,0.3638013371537454,0.48083702353043334,0.47483603947787334,0.49185665047132593,0.506962588833309,0.0,0.0,0.4545454545454545,0.6,0.5217391304347826,0.6101694915254238,0.0,0.0,0.4545454545454545,0.6,0.5652173913043478,0.05084745762711865,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6447368421052632,0.7142857142857142,0.008587632520220413,0.0,0.0,0.6428571428571428,0.3684210526315789,0.6666666666666667,0.49074074074074076,0.7408560686180135,0.3918918918918912,0.4610303163339893,0.6467391304347831,0.47272727272727266,0.6404955007339126,0.4459582198001816,0.6467391304347831,0.4622207480440231,0.9106205497253532,0.10015932401250693,0.23277290070723486,0.7635808941652938,1.0,0.6666666666666666,0.9054054054054055,0.6095238095238096,0.033637000700770844,0.5867768595041323,0.0,0.36363636363636365,0.5666666666666667,0.0,0.36363636363636365,0.5666666666666667,1.0,0.5423728813559322,0.0,0.0,0.36363636363636365,0.6,0.0,0.7288135593220338,0.0,0.0,0.36363636363636365,0.6,0.0,0.8813559322033898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
